latitude,longitude,topo
degrees_north,degrees_east,meters
44.26666667,-71.78333333,352
44.26666667,-71.775,387
44.26666667,-71.76666667,382
44.26666667,-71.75833333,345
44.26666667,-71.75,339
44.26666667,-71.74166667,386
44.26666667,-71.73333333,472
44.26666667,-71.725,518
44.26666667,-71.71666667,558
44.26666667,-71.70833333,542
44.26666667,-71.7,585
44.26666667,-71.69166667,560
44.26666667,-71.68333333,604
44.26666667,-71.675,657
44.26666667,-71.66666667,624
44.26666667,-71.65833333,507
44.26666667,-71.65,439
44.26666667,-71.64166667,406
44.26666667,-71.63333333,404
44.26666667,-71.625,417
44.26666667,-71.61666667,430
44.26666667,-71.60833333,453
44.26666667,-71.6,460
44.26666667,-71.59166667,437
44.26666667,-71.58333333,437
44.26666667,-71.575,440
44.26666667,-71.56666667,441
44.26666667,-71.55833333,441
44.26666667,-71.55,452
44.26666667,-71.54166667,453
44.26666667,-71.53333333,476
44.26666667,-71.525,537
44.26666667,-71.51666667,509
44.26666667,-71.50833333,479
44.26666667,-71.5,489
44.26666667,-71.49166667,538
44.26666667,-71.48333333,552
44.26666667,-71.475,514
44.26666667,-71.46666667,485
44.26666667,-71.45833333,501
44.26666667,-71.45,523
44.26666667,-71.44166667,511
44.26666667,-71.43333333,517
44.26666667,-71.425,536
44.26666667,-71.41666667,570
44.26666667,-71.40833333,577
44.26666667,-71.4,610
44.26666667,-71.39166667,629
44.26666667,-71.38333333,652
44.26666667,-71.375,712
44.26666667,-71.36666667,782
44.26666667,-71.35833333,849
44.26666667,-71.35,947
44.26666667,-71.34166667,1096
44.26666667,-71.33333333,1191
44.26666667,-71.325,1392
44.26666667,-71.31666667,1599
44.26666667,-71.30833333,1665
44.26666667,-71.3,1484
44.26666667,-71.29166667,1287
44.26666667,-71.28333333,1099
44.26666667,-71.275,971
44.26666667,-71.26666667,820
44.26666667,-71.25833333,674
44.26666667,-71.25,636
44.26666667,-71.24166667,647
44.26666667,-71.23333333,770
44.26666667,-71.225,854
44.26666667,-71.21666667,1053
44.26666667,-71.20833333,1217
44.26666667,-71.2,1047
44.26666667,-71.19166667,1235
44.26666667,-71.18333333,1325
44.26666667,-71.175,1223
44.26666667,-71.16666667,1059
44.26666667,-71.15833333,939
44.26666667,-71.15,858
44.26666667,-71.14166667,770
44.26666667,-71.13333333,705
44.26666667,-71.125,669
44.26666667,-71.11666667,575
44.26666667,-71.10833333,599
44.26666667,-71.1,621
44.26666667,-71.09166667,716
44.26666667,-71.08333333,813
44.26666667,-71.075,808
44.26666667,-71.06666667,809
44.26666667,-71.05833333,645
44.26666667,-71.05,554
44.26666667,-71.04166667,454
44.26666667,-71.03333333,300
44.26666667,-71.025,233
44.26666667,-71.01666667,192
44.26666667,-71.00833333,184
44.26666667,-71,228
44.25833333,-71.9,227
44.25833333,-71.89166667,231
44.25833333,-71.88333333,254
44.25833333,-71.875,252
44.25833333,-71.86666667,239
44.25833333,-71.85833333,238
44.25833333,-71.85,219
44.25833333,-71.84166667,221
44.25833333,-71.83333333,236
44.25833333,-71.825,270
44.25833333,-71.81666667,286
44.25833333,-71.80833333,297
44.25833333,-71.8,284
44.25833333,-71.79166667,308
44.25833333,-71.78333333,297
44.25833333,-71.775,333
44.25833333,-71.76666667,330
44.25833333,-71.75833333,331
44.25833333,-71.75,407
44.25833333,-71.74166667,470
44.25833333,-71.73333333,533
44.25833333,-71.725,593
44.25833333,-71.71666667,590
44.25833333,-71.70833333,501
44.25833333,-71.7,491
44.25833333,-71.69166667,528
44.25833333,-71.68333333,557
44.25833333,-71.675,565
44.25833333,-71.66666667,507
44.25833333,-71.65833333,455
44.25833333,-71.65,431
44.25833333,-71.64166667,410
44.25833333,-71.63333333,416
44.25833333,-71.625,419
44.25833333,-71.61666667,436
44.25833333,-71.60833333,490
44.25833333,-71.6,480
44.25833333,-71.59166667,467
44.25833333,-71.58333333,476
44.25833333,-71.575,482
44.25833333,-71.56666667,473
44.25833333,-71.55833333,498
44.25833333,-71.55,526
44.25833333,-71.54166667,518
44.25833333,-71.53333333,549
44.25833333,-71.525,647
44.25833333,-71.51666667,591
44.25833333,-71.50833333,510
44.25833333,-71.5,535
44.25833333,-71.49166667,663
44.25833333,-71.48333333,729
44.25833333,-71.475,669
44.25833333,-71.46666667,600
44.25833333,-71.45833333,549
44.25833333,-71.45,499
44.25833333,-71.44166667,491
44.25833333,-71.43333333,499
44.25833333,-71.425,538
44.25833333,-71.41666667,580
44.25833333,-71.40833333,592
44.25833333,-71.4,589
44.25833333,-71.39166667,619
44.25833333,-71.38333333,679
44.25833333,-71.375,772
44.25833333,-71.36666667,894
44.25833333,-71.35833333,945
44.25833333,-71.35,1095
44.25833333,-71.34166667,1237
44.25833333,-71.33333333,1443
44.25833333,-71.325,1517
44.25833333,-71.31666667,1444
44.25833333,-71.30833333,1546
44.25833333,-71.3,1606
44.25833333,-71.29166667,1383
44.25833333,-71.28333333,1205
44.25833333,-71.275,992
44.25833333,-71.26666667,758
44.25833333,-71.25833333,638
44.25833333,-71.25,741
44.25833333,-71.24166667,876
44.25833333,-71.23333333,1009
44.25833333,-71.225,1068
44.25833333,-71.21666667,1128
44.25833333,-71.20833333,1246
44.25833333,-71.2,1017
44.25833333,-71.19166667,927
44.25833333,-71.18333333,1044
44.25833333,-71.175,1176
44.25833333,-71.16666667,1017
44.25833333,-71.15833333,882
44.25833333,-71.15,798
44.25833333,-71.14166667,769
44.25833333,-71.13333333,737
44.25833333,-71.125,657
44.25833333,-71.11666667,640
44.25833333,-71.10833333,690
44.25833333,-71.1,746
44.25833333,-71.09166667,763
44.25833333,-71.08333333,842
44.25833333,-71.075,845
44.25833333,-71.06666667,674
44.25833333,-71.05833333,578
44.25833333,-71.05,516
44.25833333,-71.04166667,386
44.25833333,-71.03333333,300
44.25833333,-71.025,225
44.25833333,-71.01666667,181
44.25833333,-71.00833333,174
44.25833333,-71,191
44.25,-71.9,248
44.25,-71.89166667,217
44.25,-71.88333333,227
44.25,-71.875,201
44.25,-71.86666667,203
44.25,-71.85833333,220
44.25,-71.85,263
44.25,-71.84166667,357
44.25,-71.83333333,364
44.25,-71.825,370
44.25,-71.81666667,338
44.25,-71.80833333,342
44.25,-71.8,343
44.25,-71.79166667,311
44.25,-71.78333333,312
44.25,-71.775,285
44.25,-71.76666667,284
44.25,-71.75833333,376
44.25,-71.75,457
44.25,-71.74166667,494
44.25,-71.73333333,531
44.25,-71.725,521
44.25,-71.71666667,456
44.25,-71.70833333,416
44.25,-71.7,443
44.25,-71.69166667,432
44.25,-71.68333333,414
44.25,-71.675,431
44.25,-71.66666667,414
44.25,-71.65833333,419
44.25,-71.65,421
44.25,-71.64166667,408
44.25,-71.63333333,421
44.25,-71.625,433
44.25,-71.61666667,448
44.25,-71.60833333,472
44.25,-71.6,529
44.25,-71.59166667,547
44.25,-71.58333333,547
44.25,-71.575,546
44.25,-71.56666667,525
44.25,-71.55833333,534
44.25,-71.55,623
44.25,-71.54166667,657
44.25,-71.53333333,636
44.25,-71.525,675
44.25,-71.51666667,666
44.25,-71.50833333,581
44.25,-71.5,526
44.25,-71.49166667,589
44.25,-71.48333333,705
44.25,-71.475,822
44.25,-71.46666667,758
44.25,-71.45833333,749
44.25,-71.45,630
44.25,-71.44166667,527
44.25,-71.43333333,502
44.25,-71.425,522
44.25,-71.41666667,545
44.25,-71.40833333,576
44.25,-71.4,611
44.25,-71.39166667,672
44.25,-71.38333333,726
44.25,-71.375,825
44.25,-71.36666667,1003
44.25,-71.35833333,1165
44.25,-71.35,1226
44.25,-71.34166667,1359
44.25,-71.33333333,1299
44.25,-71.325,1274
44.25,-71.31666667,1242
44.25,-71.30833333,1358
44.25,-71.3,1513
44.25,-71.29166667,1299
44.25,-71.28333333,1144
44.25,-71.275,959
44.25,-71.26666667,763
44.25,-71.25833333,628
44.25,-71.25,775
44.25,-71.24166667,953
44.25,-71.23333333,1157
44.25,-71.225,1082
44.25,-71.21666667,1038
44.25,-71.20833333,1052
44.25,-71.2,912
44.25,-71.19166667,785
44.25,-71.18333333,892
44.25,-71.175,888
44.25,-71.16666667,860
44.25,-71.15833333,810
44.25,-71.15,792
44.25,-71.14166667,786
44.25,-71.13333333,716
44.25,-71.125,702
44.25,-71.11666667,730
44.25,-71.10833333,773
44.25,-71.1,869
44.25,-71.09166667,965
44.25,-71.08333333,824
44.25,-71.075,682
44.25,-71.06666667,579
44.25,-71.05833333,479
44.25,-71.05,384
44.25,-71.04166667,344
44.25,-71.03333333,260
44.25,-71.025,189
44.25,-71.01666667,160
44.25,-71.00833333,184
44.25,-71,212
44.24166667,-71.9,238
44.24166667,-71.89166667,199
44.24166667,-71.88333333,194
44.24166667,-71.875,221
44.24166667,-71.86666667,257
44.24166667,-71.85833333,310
44.24166667,-71.85,367
44.24166667,-71.84166667,442
44.24166667,-71.83333333,444
44.24166667,-71.825,454
44.24166667,-71.81666667,445
44.24166667,-71.80833333,441
44.24166667,-71.8,464
44.24166667,-71.79166667,446
44.24166667,-71.78333333,436
44.24166667,-71.775,357
44.24166667,-71.76666667,289
44.24166667,-71.75833333,306
44.24166667,-71.75,366
44.24166667,-71.74166667,420
44.24166667,-71.73333333,450
44.24166667,-71.725,415
44.24166667,-71.71666667,388
44.24166667,-71.70833333,388
44.24166667,-71.7,383
44.24166667,-71.69166667,407
44.24166667,-71.68333333,428
44.24166667,-71.675,415
44.24166667,-71.66666667,431
44.24166667,-71.65833333,474
44.24166667,-71.65,475
44.24166667,-71.64166667,442
44.24166667,-71.63333333,447
44.24166667,-71.625,456
44.24166667,-71.61666667,473
44.24166667,-71.60833333,514
44.24166667,-71.6,600
44.24166667,-71.59166667,629
44.24166667,-71.58333333,654
44.24166667,-71.575,662
44.24166667,-71.56666667,673
44.24166667,-71.55833333,624
44.24166667,-71.55,613
44.24166667,-71.54166667,748
44.24166667,-71.53333333,815
44.24166667,-71.525,794
44.24166667,-71.51666667,875
44.24166667,-71.50833333,752
44.24166667,-71.5,612
44.24166667,-71.49166667,562
44.24166667,-71.48333333,625
44.24166667,-71.475,728
44.24166667,-71.46666667,831
44.24166667,-71.45833333,851
44.24166667,-71.45,728
44.24166667,-71.44166667,610
44.24166667,-71.43333333,532
44.24166667,-71.425,531
44.24166667,-71.41666667,559
44.24166667,-71.40833333,600
44.24166667,-71.4,675
44.24166667,-71.39166667,756
44.24166667,-71.38333333,824
44.24166667,-71.375,896
44.24166667,-71.36666667,1024
44.24166667,-71.35833333,1265
44.24166667,-71.35,1234
44.24166667,-71.34166667,1179
44.24166667,-71.33333333,1114
44.24166667,-71.325,1118
44.24166667,-71.31666667,1155
44.24166667,-71.30833333,1269
44.24166667,-71.3,1311
44.24166667,-71.29166667,1369
44.24166667,-71.28333333,1228
44.24166667,-71.275,975
44.24166667,-71.26666667,719
44.24166667,-71.25833333,546
44.24166667,-71.25,711
44.24166667,-71.24166667,932
44.24166667,-71.23333333,1062
44.24166667,-71.225,904
44.24166667,-71.21666667,853
44.24166667,-71.20833333,884
44.24166667,-71.2,792
44.24166667,-71.19166667,703
44.24166667,-71.18333333,723
44.24166667,-71.175,738
44.24166667,-71.16666667,804
44.24166667,-71.15833333,865
44.24166667,-71.15,828
44.24166667,-71.14166667,764
44.24166667,-71.13333333,713
44.24166667,-71.125,751
44.24166667,-71.11666667,827
44.24166667,-71.10833333,771
44.24166667,-71.1,848
44.24166667,-71.09166667,961
44.24166667,-71.08333333,863
44.24166667,-71.075,732
44.24166667,-71.06666667,625
44.24166667,-71.05833333,513
44.24166667,-71.05,394
44.24166667,-71.04166667,310
44.24166667,-71.03333333,239
44.24166667,-71.025,182
44.24166667,-71.01666667,155
44.24166667,-71.00833333,194
44.24166667,-71,286
44.23333333,-71.9,189
44.23333333,-71.89166667,212
44.23333333,-71.88333333,262
44.23333333,-71.875,281
44.23333333,-71.86666667,310
44.23333333,-71.85833333,294
44.23333333,-71.85,340
44.23333333,-71.84166667,375
44.23333333,-71.83333333,408
44.23333333,-71.825,420
44.23333333,-71.81666667,431
44.23333333,-71.80833333,460
44.23333333,-71.8,529
44.23333333,-71.79166667,499
44.23333333,-71.78333333,462
44.23333333,-71.775,399
44.23333333,-71.76666667,334
44.23333333,-71.75833333,295
44.23333333,-71.75,299
44.23333333,-71.74166667,330
44.23333333,-71.73333333,369
44.23333333,-71.725,355
44.23333333,-71.71666667,369
44.23333333,-71.70833333,399
44.23333333,-71.7,437
44.23333333,-71.69166667,449
44.23333333,-71.68333333,457
44.23333333,-71.675,475
44.23333333,-71.66666667,513
44.23333333,-71.65833333,546
44.23333333,-71.65,499
44.23333333,-71.64166667,479
44.23333333,-71.63333333,480
44.23333333,-71.625,489
44.23333333,-71.61666667,511
44.23333333,-71.60833333,526
44.23333333,-71.6,579
44.23333333,-71.59166667,676
44.23333333,-71.58333333,796
44.23333333,-71.575,833
44.23333333,-71.56666667,895
44.23333333,-71.55833333,839
44.23333333,-71.55,676
44.23333333,-71.54166667,727
44.23333333,-71.53333333,877
44.23333333,-71.525,1003
44.23333333,-71.51666667,1063
44.23333333,-71.50833333,888
44.23333333,-71.5,842
44.23333333,-71.49166667,687
44.23333333,-71.48333333,615
44.23333333,-71.475,670
44.23333333,-71.46666667,753
44.23333333,-71.45833333,871
44.23333333,-71.45,833
44.23333333,-71.44166667,707
44.23333333,-71.43333333,616
44.23333333,-71.425,549
44.23333333,-71.41666667,585
44.23333333,-71.40833333,739
44.23333333,-71.4,841
44.23333333,-71.39166667,920
44.23333333,-71.38333333,1020
44.23333333,-71.375,1144
44.23333333,-71.36666667,1218
44.23333333,-71.35833333,1164
44.23333333,-71.35,1041
44.23333333,-71.34166667,1055
44.23333333,-71.33333333,994
44.23333333,-71.325,1034
44.23333333,-71.31666667,1154
44.23333333,-71.30833333,1198
44.23333333,-71.3,1151
44.23333333,-71.29166667,1207
44.23333333,-71.28333333,1094
44.23333333,-71.275,889
44.23333333,-71.26666667,669
44.23333333,-71.25833333,515
44.23333333,-71.25,651
44.23333333,-71.24166667,777
44.23333333,-71.23333333,918
44.23333333,-71.225,847
44.23333333,-71.21666667,732
44.23333333,-71.20833333,709
44.23333333,-71.2,659
44.23333333,-71.19166667,640
44.23333333,-71.18333333,665
44.23333333,-71.175,740
44.23333333,-71.16666667,863
44.23333333,-71.15833333,918
44.23333333,-71.15,860
44.23333333,-71.14166667,788
44.23333333,-71.13333333,660
44.23333333,-71.125,654
44.23333333,-71.11666667,729
44.23333333,-71.10833333,738
44.23333333,-71.1,828
44.23333333,-71.09166667,891
44.23333333,-71.08333333,956
44.23333333,-71.075,888
44.23333333,-71.06666667,690
44.23333333,-71.05833333,545
44.23333333,-71.05,461
44.23333333,-71.04166667,362
44.23333333,-71.03333333,267
44.23333333,-71.025,223
44.23333333,-71.01666667,160
44.23333333,-71.00833333,142
44.23333333,-71,204
44.225,-71.9,204
44.225,-71.89166667,263
44.225,-71.88333333,326
44.225,-71.875,392
44.225,-71.86666667,364
44.225,-71.85833333,348
44.225,-71.85,341
44.225,-71.84166667,339
44.225,-71.83333333,368
44.225,-71.825,361
44.225,-71.81666667,364
44.225,-71.80833333,390
44.225,-71.8,415
44.225,-71.79166667,436
44.225,-71.78333333,411
44.225,-71.775,387
44.225,-71.76666667,365
44.225,-71.75833333,312
44.225,-71.75,305
44.225,-71.74166667,316
44.225,-71.73333333,321
44.225,-71.725,333
44.225,-71.71666667,397
44.225,-71.70833333,428
44.225,-71.7,464
44.225,-71.69166667,456
44.225,-71.68333333,466
44.225,-71.675,505
44.225,-71.66666667,561
44.225,-71.65833333,545
44.225,-71.65,548
44.225,-71.64166667,541
44.225,-71.63333333,529
44.225,-71.625,550
44.225,-71.61666667,595
44.225,-71.60833333,587
44.225,-71.6,617
44.225,-71.59166667,722
44.225,-71.58333333,840
44.225,-71.575,989
44.225,-71.56666667,1062
44.225,-71.55833333,881
44.225,-71.55,835
44.225,-71.54166667,740
44.225,-71.53333333,847
44.225,-71.525,1045
44.225,-71.51666667,1167
44.225,-71.50833333,1036
44.225,-71.5,872
44.225,-71.49166667,749
44.225,-71.48333333,675
44.225,-71.475,721
44.225,-71.46666667,860
44.225,-71.45833333,868
44.225,-71.45,922
44.225,-71.44166667,829
44.225,-71.43333333,755
44.225,-71.425,631
44.225,-71.41666667,581
44.225,-71.40833333,702
44.225,-71.4,852
44.225,-71.39166667,988
44.225,-71.38333333,1095
44.225,-71.375,1197
44.225,-71.36666667,1127
44.225,-71.35833333,1025
44.225,-71.35,931
44.225,-71.34166667,910
44.225,-71.33333333,921
44.225,-71.325,1009
44.225,-71.31666667,1088
44.225,-71.30833333,1134
44.225,-71.3,1065
44.225,-71.29166667,1094
44.225,-71.28333333,1122
44.225,-71.275,946
44.225,-71.26666667,719
44.225,-71.25833333,532
44.225,-71.25,528
44.225,-71.24166667,612
44.225,-71.23333333,738
44.225,-71.225,814
44.225,-71.21666667,719
44.225,-71.20833333,613
44.225,-71.2,572
44.225,-71.19166667,577
44.225,-71.18333333,632
44.225,-71.175,735
44.225,-71.16666667,892
44.225,-71.15833333,888
44.225,-71.15,766
44.225,-71.14166667,702
44.225,-71.13333333,625
44.225,-71.125,611
44.225,-71.11666667,672
44.225,-71.10833333,789
44.225,-71.1,935
44.225,-71.09166667,877
44.225,-71.08333333,779
44.225,-71.075,774
44.225,-71.06666667,743
44.225,-71.05833333,579
44.225,-71.05,473
44.225,-71.04166667,413
44.225,-71.03333333,354
44.225,-71.025,266
44.225,-71.01666667,183
44.225,-71.00833333,131
44.225,-71,138
44.21666667,-71.9,246
44.21666667,-71.89166667,279
44.21666667,-71.88333333,331
44.21666667,-71.875,378
44.21666667,-71.86666667,424
44.21666667,-71.85833333,443
44.21666667,-71.85,434
44.21666667,-71.84166667,442
44.21666667,-71.83333333,394
44.21666667,-71.825,396
44.21666667,-71.81666667,361
44.21666667,-71.80833333,382
44.21666667,-71.8,431
44.21666667,-71.79166667,464
44.21666667,-71.78333333,433
44.21666667,-71.775,395
44.21666667,-71.76666667,354
44.21666667,-71.75833333,299
44.21666667,-71.75,314
44.21666667,-71.74166667,334
44.21666667,-71.73333333,313
44.21666667,-71.725,353
44.21666667,-71.71666667,402
44.21666667,-71.70833333,420
44.21666667,-71.7,433
44.21666667,-71.69166667,458
44.21666667,-71.68333333,513
44.21666667,-71.675,566
44.21666667,-71.66666667,641
44.21666667,-71.65833333,633
44.21666667,-71.65,610
44.21666667,-71.64166667,575
44.21666667,-71.63333333,593
44.21666667,-71.625,631
44.21666667,-71.61666667,698
44.21666667,-71.60833333,708
44.21666667,-71.6,676
44.21666667,-71.59166667,809
44.21666667,-71.58333333,961
44.21666667,-71.575,1168
44.21666667,-71.56666667,1120
44.21666667,-71.55833333,1090
44.21666667,-71.55,1013
44.21666667,-71.54166667,862
44.21666667,-71.53333333,793
44.21666667,-71.525,964
44.21666667,-71.51666667,1093
44.21666667,-71.50833333,987
44.21666667,-71.5,854
44.21666667,-71.49166667,775
44.21666667,-71.48333333,720
44.21666667,-71.475,771
44.21666667,-71.46666667,912
44.21666667,-71.45833333,1044
44.21666667,-71.45,1118
44.21666667,-71.44166667,978
44.21666667,-71.43333333,836
44.21666667,-71.425,731
44.21666667,-71.41666667,675
44.21666667,-71.40833333,644
44.21666667,-71.4,838
44.21666667,-71.39166667,974
44.21666667,-71.38333333,1101
44.21666667,-71.375,1062
44.21666667,-71.36666667,983
44.21666667,-71.35833333,1006
44.21666667,-71.35,893
44.21666667,-71.34166667,809
44.21666667,-71.33333333,898
44.21666667,-71.325,992
44.21666667,-71.31666667,1106
44.21666667,-71.30833333,1087
44.21666667,-71.3,974
44.21666667,-71.29166667,980
44.21666667,-71.28333333,1062
44.21666667,-71.275,991
44.21666667,-71.26666667,828
44.21666667,-71.25833333,629
44.21666667,-71.25,456
44.21666667,-71.24166667,491
44.21666667,-71.23333333,642
44.21666667,-71.225,667
44.21666667,-71.21666667,645
44.21666667,-71.20833333,603
44.21666667,-71.2,564
44.21666667,-71.19166667,541
44.21666667,-71.18333333,648
44.21666667,-71.175,771
44.21666667,-71.16666667,882
44.21666667,-71.15833333,832
44.21666667,-71.15,749
44.21666667,-71.14166667,661
44.21666667,-71.13333333,590
44.21666667,-71.125,605
44.21666667,-71.11666667,699
44.21666667,-71.10833333,837
44.21666667,-71.1,944
44.21666667,-71.09166667,864
44.21666667,-71.08333333,753
44.21666667,-71.075,695
44.21666667,-71.06666667,788
44.21666667,-71.05833333,656
44.21666667,-71.05,478
44.21666667,-71.04166667,362
44.21666667,-71.03333333,293
44.21666667,-71.025,245
44.21666667,-71.01666667,180
44.21666667,-71.00833333,131
44.21666667,-71,125
44.20833333,-71.9,298
44.20833333,-71.89166667,308
44.20833333,-71.88333333,333
44.20833333,-71.875,345
44.20833333,-71.86666667,365
44.20833333,-71.85833333,379
44.20833333,-71.85,422
44.20833333,-71.84166667,479
44.20833333,-71.83333333,476
44.20833333,-71.825,418
44.20833333,-71.81666667,368
44.20833333,-71.80833333,400
44.20833333,-71.8,479
44.20833333,-71.79166667,509
44.20833333,-71.78333333,445
44.20833333,-71.775,377
44.20833333,-71.76666667,315
44.20833333,-71.75833333,290
44.20833333,-71.75,319
44.20833333,-71.74166667,355
44.20833333,-71.73333333,327
44.20833333,-71.725,355
44.20833333,-71.71666667,397
44.20833333,-71.70833333,431
44.20833333,-71.7,447
44.20833333,-71.69166667,480
44.20833333,-71.68333333,575
44.20833333,-71.675,682
44.20833333,-71.66666667,770
44.20833333,-71.65833333,793
44.20833333,-71.65,733
44.20833333,-71.64166667,653
44.20833333,-71.63333333,710
44.20833333,-71.625,766
44.20833333,-71.61666667,831
44.20833333,-71.60833333,902
44.20833333,-71.6,793
44.20833333,-71.59166667,769
44.20833333,-71.58333333,921
44.20833333,-71.575,1146
44.20833333,-71.56666667,1285
44.20833333,-71.55833333,1318
44.20833333,-71.55,1118
44.20833333,-71.54166667,967
44.20833333,-71.53333333,849
44.20833333,-71.525,971
44.20833333,-71.51666667,1042
44.20833333,-71.50833333,949
44.20833333,-71.5,853
44.20833333,-71.49166667,762
44.20833333,-71.48333333,765
44.20833333,-71.475,855
44.20833333,-71.46666667,875
44.20833333,-71.45833333,953
44.20833333,-71.45,1099
44.20833333,-71.44166667,1094
44.20833333,-71.43333333,1056
44.20833333,-71.425,842
44.20833333,-71.41666667,769
44.20833333,-71.40833333,563
44.20833333,-71.4,828
44.20833333,-71.39166667,993
44.20833333,-71.38333333,1129
44.20833333,-71.375,1118
44.20833333,-71.36666667,937
44.20833333,-71.35833333,851
44.20833333,-71.35,829
44.20833333,-71.34166667,753
44.20833333,-71.33333333,845
44.20833333,-71.325,966
44.20833333,-71.31666667,1113
44.20833333,-71.30833333,1023
44.20833333,-71.3,911
44.20833333,-71.29166667,921
44.20833333,-71.28333333,978
44.20833333,-71.275,943
44.20833333,-71.26666667,810
44.20833333,-71.25833333,650
44.20833333,-71.25,496
44.20833333,-71.24166667,402
44.20833333,-71.23333333,499
44.20833333,-71.225,564
44.20833333,-71.21666667,593
44.20833333,-71.20833333,562
44.20833333,-71.2,482
44.20833333,-71.19166667,508
44.20833333,-71.18333333,628
44.20833333,-71.175,735
44.20833333,-71.16666667,790
44.20833333,-71.15833333,741
44.20833333,-71.15,704
44.20833333,-71.14166667,617
44.20833333,-71.13333333,561
44.20833333,-71.125,671
44.20833333,-71.11666667,827
44.20833333,-71.10833333,899
44.20833333,-71.1,803
44.20833333,-71.09166667,750
44.20833333,-71.08333333,688
44.20833333,-71.075,637
44.20833333,-71.06666667,648
44.20833333,-71.05833333,566
44.20833333,-71.05,497
44.20833333,-71.04166667,375
44.20833333,-71.03333333,277
44.20833333,-71.025,204
44.20833333,-71.01666667,175
44.20833333,-71.00833333,141
44.20833333,-71,122
44.2,-71.9,391
44.2,-71.89166667,409
44.2,-71.88333333,402
44.2,-71.875,346
44.2,-71.86666667,326
44.2,-71.85833333,373
44.2,-71.85,459
44.2,-71.84166667,552
44.2,-71.83333333,565
44.2,-71.825,476
44.2,-71.81666667,407
44.2,-71.80833333,395
44.2,-71.8,470
44.2,-71.79166667,538
44.2,-71.78333333,465
44.2,-71.775,390
44.2,-71.76666667,318
44.2,-71.75833333,291
44.2,-71.75,324
44.2,-71.74166667,352
44.2,-71.73333333,344
44.2,-71.725,397
44.2,-71.71666667,442
44.2,-71.70833333,452
44.2,-71.7,462
44.2,-71.69166667,491
44.2,-71.68333333,557
44.2,-71.675,665
44.2,-71.66666667,791
44.2,-71.65833333,923
44.2,-71.65,795
44.2,-71.64166667,755
44.2,-71.63333333,838
44.2,-71.625,957
44.2,-71.61666667,1041
44.2,-71.60833333,991
44.2,-71.6,1018
44.2,-71.59166667,969
44.2,-71.58333333,900
44.2,-71.575,988
44.2,-71.56666667,1213
44.2,-71.55833333,1337
44.2,-71.55,1189
44.2,-71.54166667,1081
44.2,-71.53333333,913
44.2,-71.525,1028
44.2,-71.51666667,1037
44.2,-71.50833333,939
44.2,-71.5,835
44.2,-71.49166667,802
44.2,-71.48333333,881
44.2,-71.475,926
44.2,-71.46666667,972
44.2,-71.45833333,993
44.2,-71.45,1050
44.2,-71.44166667,1185
44.2,-71.43333333,1199
44.2,-71.425,982
44.2,-71.41666667,632
44.2,-71.40833333,510
44.2,-71.4,860
44.2,-71.39166667,1110
44.2,-71.38333333,1123
44.2,-71.375,1040
44.2,-71.36666667,929
44.2,-71.35833333,816
44.2,-71.35,725
44.2,-71.34166667,710
44.2,-71.33333333,839
44.2,-71.325,989
44.2,-71.31666667,1074
44.2,-71.30833333,920
44.2,-71.3,840
44.2,-71.29166667,914
44.2,-71.28333333,928
44.2,-71.275,814
44.2,-71.26666667,717
44.2,-71.25833333,637
44.2,-71.25,546
44.2,-71.24166667,384
44.2,-71.23333333,386
44.2,-71.225,527
44.2,-71.21666667,554
44.2,-71.20833333,502
44.2,-71.2,392
44.2,-71.19166667,493
44.2,-71.18333333,629
44.2,-71.175,770
44.2,-71.16666667,752
44.2,-71.15833333,722
44.2,-71.15,659
44.2,-71.14166667,573
44.2,-71.13333333,549
44.2,-71.125,704
44.2,-71.11666667,826
44.2,-71.10833333,796
44.2,-71.1,738
44.2,-71.09166667,686
44.2,-71.08333333,626
44.2,-71.075,580
44.2,-71.06666667,585
44.2,-71.05833333,521
44.2,-71.05,521
44.2,-71.04166667,343
44.2,-71.03333333,250
44.2,-71.025,231
44.2,-71.01666667,167
44.2,-71.00833333,145
44.2,-71,123
44.19166667,-71.9,372
44.19166667,-71.89166667,449
44.19166667,-71.88333333,375
44.19166667,-71.875,355
44.19166667,-71.86666667,372
44.19166667,-71.85833333,369
44.19166667,-71.85,409
44.19166667,-71.84166667,468
44.19166667,-71.83333333,512
44.19166667,-71.825,539
44.19166667,-71.81666667,467
44.19166667,-71.80833333,408
44.19166667,-71.8,419
44.19166667,-71.79166667,446
44.19166667,-71.78333333,423
44.19166667,-71.775,392
44.19166667,-71.76666667,313
44.19166667,-71.75833333,304
44.19166667,-71.75,322
44.19166667,-71.74166667,357
44.19166667,-71.73333333,408
44.19166667,-71.725,463
44.19166667,-71.71666667,506
44.19166667,-71.70833333,559
44.19166667,-71.7,533
44.19166667,-71.69166667,524
44.19166667,-71.68333333,596
44.19166667,-71.675,696
44.19166667,-71.66666667,774
44.19166667,-71.65833333,908
44.19166667,-71.65,879
44.19166667,-71.64166667,903
44.19166667,-71.63333333,1015
44.19166667,-71.625,1123
44.19166667,-71.61666667,1247
44.19166667,-71.60833333,1116
44.19166667,-71.6,1017
44.19166667,-71.59166667,917
44.19166667,-71.58333333,1039
44.19166667,-71.575,1110
44.19166667,-71.56666667,1217
44.19166667,-71.55833333,1407
44.19166667,-71.55,1256
44.19166667,-71.54166667,1057
44.19166667,-71.53333333,1011
